x,y,z,label
-0.6210759568841051,-1.407387543705496,-3.9985334369265275,1
-1.2162184599793748,0.6568389484446083,-5.788632072561619,1
0.3062268170020162,1.5771580833047503,-1.7910575251416243,1
-0.4137581460612523,3.101306659654895,-2.1438452909775827,1
-0.30191526163813537,-2.0554185316529106,-6.113012967088792,1
-0.32630902002807977,1.3054493162479943,-2.573666523136457,1
0.23995795310848067,-1.1107186730133842,-0.567090477101785,1
-0.2355205814076099,2.0476422172787436,-1.5147452001592914,1
0.02555137272277043,-4.535910746921009,-5.661656947699174,1
-0.1710657229950944,-3.5557900642463167,-5.718773989955833,1
0.8178824966615368,-4.379165246765465,-0.3431078797836142,1
-0.858589270957836,2.5363544932079494,-3.680347285608815,1
0.020685529172722233,1.2011728774116082,1.4477780549741919,1
-0.298627582374017,2.144917184314427,-0.02183435805723992,1
-0.7636992884716444,2.590166270511906,-0.5072179706592771,1
0.7417050099276795,-0.8806291267422668,0.8710636030706251,1
0.2489833141718069,6.087331699316789,8.293972203657503,1
-0.0637739665393383,-1.0839642995882088,-5.699092713473257,1
-0.007501373626543437,1.4224285376918824,-4.226197593868465,1
-0.7080978416537247,7.291012259363784,4.66382588403833,1
-0.669683584272298,0.6882797831041455,-0.6815464625179387,1
-1.1988880125481636,1.3133870003015677,-1.6262326868577102,1
-0.7085601245828445,-0.9732819322112349,-6.685704856057075,1
-1.851869951984686,7.888253376862521,-1.5440433845195607,1
-0.3278364447868834,-0.0008137379766654986,-4.807185481056205,1
-0.9195329465513796,-1.9357383350903556,-6.595110853395878,1
-0.7497084645475629,5.441499028781399,1.8659672276028119,1
-1.535235656154672,5.980306333872326,0.06321715657599829,1
-0.7100485735377766,1.5878997976201654,-1.2005883926211356,1
-0.48259522861984067,3.2007527665593036,1.2583137020328894,1
-1.5640332359553557,5.41139121783541,-3.037813892809779,1
0.2685608220160408,-3.1773459092694187,-2.1738982890167207,1
-0.0304407394005559,-0.03637084049355772,0.8132472895805594,1
-0.9939391648118293,2.5703435240759274,-2.6376916038308624,1
-0.09313835256993233,-0.5671780841988213,-4.003144988043773,1
-0.05342611341060317,-3.025830403959599,-4.991692538941888,1
0.20452831185945555,-4.360309914853287,-4.197453603349604,1
0.7076417881528341,-7.312323305203133,-4.7683752821268035,1
-0.3551356584518918,-0.8771890758611564,-1.4680366487221521,1
0.38273533255294484,7.4660384602812115,10.67107100723535,1
-0.8316019717083423,3.596966864599724,-0.9349178174319749,1
-1.1558987726005814,3.87602770464182,-1.7504131738159154,1
-1.0260985129736244,5.140335950819758,-0.5994210797988707,1
1.2698206546454722,-5.269064199026062,-0.7297616821763904,1
-0.02645061087934098,-1.7470162698349352,-1.9019249826075906,1
-1.2340501374575858,3.3957640538064093,-3.4873812956051755,1
-1.007598529106519,-0.5532290297495658,-5.680957477383962,1
0.19446648503426922,-1.0453958889451422,-2.2596098988256017,1
-0.4379454357457076,-0.2441730757454185,-2.4586710029258034,1
-0.879508701111684,-0.1187033776853377,-3.7231206527227694,1
-0.027816674001088955,-0.8446491270289838,0.45348591694501833,1
1.393328215161979,-6.291103896120766,-0.060961731457379445,1
0.2598286405642655,-1.7614120797226511,0.3918643126183621,1
0.10582410278894441,0.2580252633682804,-0.4756050649794256,1
-1.5776294420972192,0.7760760107078063,-4.648300889035198,1
-1.2472369772124758,-0.5915069937649897,-4.446826809587214,1
-0.11431153221819564,0.5339114239715003,-1.7916307287984161,1
-0.4172317060549746,0.8266572017464773,-5.58650743170747,1
-0.3339457723081203,-1.2668073583418793,-4.757241891152282,1
-1.2713973564467733,7.451257494625999,-1.6842536270045483,1
-1.7936119158899095,9.952754596399762,0.8316050343934421,1
